CTED 486,"
PR:Consent.  Design and completion of Interdisciplinary Project. Requires approval of faculty committee."
CTED 493,"
Investigation of topics not covered in regularly scheduled courses."
CHE 100,"
Introduction to engineering practice with an emphasis on Chemical Engineering.  Course projects are designed to develop problem solving, teamwork, and communication skills. Project and laboratory work will be provided to demonstrate engineering concepts."
CHE 211,"
PR:  and PR or CONC: . Introduction to chemical engineering fundamentals and calculation procedures, with emphasis on industrial stoichiometry."
CHE 212,"
PR:  or . Continuation of topics from , with an emphasis on energy balances."
CHE 316,"
PR:  and . Physical phenomena associated with the movement and processing of fluids, and the generation and transport of thermal energy. Emphasis on quantitative models to design engineering systems and predict performance. Applications of these principles will be demonstrated in a variety of natural and engineering systems."
CHE 317,"
PR: ( or ( and )) and . Continuation of  with emphasis on mass transfer theory and its application to process operations."
CHE 318,"
PR:  or ( and ). Physical Phenomena associated with the movement and processing of particulate solids. Fluid-solid seperations, particle formantion, solids transport and storage."
CHE 320,"
PR:  (( and ) or ) and . First and second laws of thermodynamics. Thermodynamic functions for real materials. Physical equilibrium concepts and applications. (2 hr. lec., 2 hr. calc. lab.)."
CHE 327,"
PR:. Kinetic models applied to the analysis and design of chemical reactors.  Kinetic rate theory, homogeneous reactions in batch and flow systems, heterogeneous reactions and catalysis.  Use of stirred tank and plug flow reactor models, temperature effects, effect of heat transfer, and catalytic reactors.  Computer modeling is emphasized for design and analysis."
CHE 330,"
PR:. Topics include mathematical modeling of systems, numerical solution of algebraic and differential equations, approximation of mathematical relations."
CHE 350,"
PR:  or ( and ). Planning of experiments, data collection, statistical analysis of experimental data, and reporting of results."
CHE 357,"
PR or CONC:  and . Analysis and synthesis in the design of processing systems and products. Economic evaluation, project management, flowsheet development, equipment selection, equipment specification, optimization, computer-aided design, process operability and control, process safety, and environmental protection. Team and individual projects are primary vehicles for assessment and skill development."
CHE 358,"
PR:  and PR or CONC:  and . Continuation of . Emphasis on equipment selection, equipment specification, optimization and computer-aided design."
CHE 411,"
PR: ( or ) or . Heat Transmission in the processing industries, with an emphasis on the design of equipment used to reclaim thermal energy, supply process energy needs, and remove heat in critical cooling operations."
CHE 417,"
PR:  or . Analysis and design of diffusional seperation operations. Solution of mathematical models of binary and multi-component separations, equipment selection, energy consumption, and selection of appropriate thermodynamic models. Computer-aided design is emphasized."
CHE 426,"
PR: A study of multiphase reactor designs, with particular emphasis on fluidized and packed bed catalytic reactors. Development of kinetic models.  Evaluation of mixing, heat transfer, and mass transfer effects on reactor scale-up. Reactor modeling and numerical solution will be used to augment design and analysis studies."
CHE 435,"
PR: ( or ) and ( or ).  Transient behavior of chemical process flow systems, linearization and stability. Process control system design including frequency response analysis. Instrumentation and hardware."
CHE 450,"
PR: ( and  and  and  and ) or ( and ). Operation of chemical process engineering equipment; collection, analysis, and evaluation of laboratory report preparation. (4 hr. lab.)."
CHE 451,"
PR: . Continuation of . (4 hr. lab.)."
CHE 457,"
PR: . Continuation of . Emphasis on project management, product design and development of manufacturing schemes for products."
CHE 458,"
PR: . Continuation of . Emphasis on a complete conceptual process design including process control strategy, safety systems, and environmental protection."
CHE 461,"
PR: . Polymer classification, polymer synthesis, molecular weights and experimental techniques, thermodynamics, rubber elasticity, mechanical behavior, crystallization, diffusion, rheology, extrusion and injection molding. (3 hr. lec.)."
CHE 495,"
Faculty supervised study of topics not available through regular course offerings."
CHE 496,"
PR: Consent."
CHEM 101,"
Recommended for students whose performance on a departmental placement examination indicates need for introduction work before enrolling in other chemistry courses.  Scientific terminology and concepts; chemical arithmetic; chemical symbols, formulae and equations; mole concepts; problem solving. May not count for credit toward graduation if taken after credit for another course in chemistry has been earned."
CHEM 111,"
PR or CONC: , WVU sections require PR or CONC:  or , (including 126 A, B, or C) with a minimum grade of C-, or a higher Math class, or ALEKS Score of 45, or Math ACT Score of 22, or Math SAT Score of 540 or Math SAT of 510 (Pre-March 2016), WVUIT and PSC sections require  with a minimum grade of C- or ML 10, or Math ACT Score of 19 or Math SAT Score of 460 or Math SAT (March 2016) Score of 500 or PR or CONC:  or , (including 126 A, B, or C) or  or  or  or . Designed primarily for students taking only one year of college chemistry. Atomic structure; chemical bonding; acids, bases, and salts; periodicity; properties of gases, liquids, and solids; stoichiometry; oxidation-reduction. (3 hr. lecture)."
CHEM 111L,"
PR or CONC: . Survey of Chemistry 1 -  Laboratory."
CHEM 112,"
PR:  and PR or CONC: . Continuation of . Nuclear chemistry; air and water pollution; useful natural materials; consumer chemistry; introduction to organic and biochemistry. (3 hr. lec.)."
CHEM 112L,"
PR or CONC: . Survey of Chemistry 2 -  Laboratory."
CHEM 113,"
Fundamentals of inorganic, organic, and biological chemistry.  Oriented toward the needs of associate degree level, health profession programs."
CHEM 115,"
PR: Satisfactory ACT/SAT or placement exam performance, or WVU sections  require  with a minimum grade of C- or  or higher with a minimum grade of C-, PSC sections require  or  or PR or CONC:  or higher with a minimum grade of C-, WVUIT sections require PR or CONC:  or , and PR or CONC: . For students who need more than one year of college chemistry and quantitative relationships on which subsequent chemistry courses are built. (3 hr. lec.) (Students may not receive credit for  and .) Pre-requisite(s) and/or co-requisite(s) may differ on regional campuses."
CHEM 115L,"
PR or CONC: . Fundamentals of Chemistry 1 -  Laboratory."
CHEM 116,"
PR:  and  and PR or CONC:  with a minimum grade of C- in all. Continuation of  &amp; . (3 hr. lec., 3 hr. lab.) (Students may not receive credit for  and for  or .) Pre-requisite(s) and/or co-requisite(s) may differ on regional campuses."
CHEM 116L,"
PR or CONC: . Fundamentals of Chemistry 2 -  Laboratory."
CHEM 215,"
PR:  and  with a minimum grade of C- in each and PR or CONC: . Volumetric analysis, gravimetric analysis, solution equilibria, spectrophotometry, separations, and electrochemical methods of analysis. (Students may not receive credit for  and for  and .)."
CHEM 215L,"
PR:  and  with a minimum grade of C- in each and PR or CONC: . Volumetric analysis, gravimetric analysis, solution equilibria, spectrophotometry, separations, and electrochemical methods of analysis."
CHEM 233,"
PR: ( or ) and PR or CONC:  with a minimum grade of C- in all. Basic principles of organic chemistry. Modern structural concepts, the effect of structure on physical and chemical properties, reactions and their mechanisms and application to syntheses. (3 hr. lec.) (Students may not receive credit for , , and for .)."
CHEM 234,"
PR:  and  and PR or CONC:  with a minimum grade of C- in all. Continuation of  and its study of basic principles of organic chemistry. Modern structural concepts, the effect of structure on physical and chemical properties, reactions and their mechanisms and application to syntheses. (3 hr. lec.)."
CHEM 235,"
PR or CONC:  with a minimum grade of C-. Fundamental organic reactions and the preparation of organic compounds. (3 hr. lab.)."
CHEM 236,"
PR:  and  and PR or CONC:  with a minimum grade of C- in all. Continuation of  and its study of fundamental organic reactions and the preparation of organic compounds. (3 hr. lab.)."
CHEM 293,"
PR: Consent. Investigation of topics not covered in regularly scheduled courses."
CHEM 310,"
PR: ( or ) and ( or ). Lectures and demonstrations. Fundamentals of instrumental methods applied to chemical analyses: electrochemistry, spectroscopy, mass spectrometry, and chromatography. (2 hr. lec., 1 hr. demonstration.)."
CHEM 313,"
PR: .  Practical application of modern instrumental methods to problems in chemical analysis.  (3 hr. lab.)."
CHEM 346,"
PR:  and  and .  A first course in physical chemistry. Topics include a study of thermodynamics and chemical equilibria. (3 hr. lec.) (Students may not receive credit for  and for .)."
CHEM 347,"
PR: ( or ) and .  Experimentation illustrating the principles of physical chemistry and offering experience with chemical instrumentation. (One 3 hr. lab.)."
CHEM 348,"
PR:  and .  Continuation of . Chemical dynamics and the structure of matter. (3 hr. lec.) (Students may not receive credit for  and for .)."
CHEM 349,"
PR:  and  and .  Continuation of . (Two 3 hr. lab.)."
CHEM 422,"
PR:  or ( and ). Structure, bonding, and reactivity of compounds of main-group and transition metal elements. Molecular structure and symmetry, solid state chemistry, ligand field theory, and coordination chemistry. (3 hr. lec.)."
CHEM 423,"
PR: .  Application of modern synthetic and spectroscopic methods of analysis to the preparation and characterization of main group, solid-state, transition metal, and organometallic compounds. (Two 3 hr. lab.)."
CHEM 451,"
PR:  or consent. Protein structure, conformation , and dynamics.  Enzymes and their reaction mechanisms. Carvohydrate and fatty acid genesis and metabolism. Biosynthesis of macromolecular precursors. Information storage, transmission and expression genetics."
CHEM 490,"
PR: Consent. Teaching practice as a tutor or assistant."
CHEM 490A,"
PR: Consent. Teaching practice as a tutor or assistant."
CHEM 493,"
PR: Consent. Investigation of topics not covered in regularly scheduled courses."
CHEM 494,"
PR: Consent. Presentation and discussion of topics of mutual concern to students and faculty."
CE 204,"
PR:  and  and . The measurement of distances, directions, elevations and areas on the earth's surface; introduction to route surveying; introduction to computer programs for surveying."
CE 310,"
PR: .   Physical, chemical, and molecular properties of materials commonly used in civil engineering works. Influence of these properties on the performance and use of materials."
CE 312,"
PR: .  A study of civil engineering materials, metals and alloys, mineral aggregates, cements, concrete and concrete products, bituminous materials, lumber and timber, and testing of materials."
CE 331,"
PR:  and .  Introduction to integrated transportation systems, vehicle, roadway and human characteristics, traffic engineering studies, intersections and interchanges, highway geometric design, highway pavement design, transportation planning, highway capacity analysis and evaluation of alternatives."
CE 347,"
PR: WVU sections require  and  with a minimum grade of C- in each, WVUIT sections require  and . Introduction to physical, chemical, and biological characteristics of waters and wastewaters, and fundamental principles of water and wastewater treatment including hands-on laboratory exercises."
CE 351,"
PR: WVU sections require  and  and  with a minimum grade of C- in each, WVUIT sections require  and . Introduction to geotechnical engineering, fundamental soil properties, classification of soils, soil compaction, permeability, compressibility, and consolidation of soils, shear strength, lateral earth pressures."
CE 361,"
PR: WVU sections require  and  and  with a minimum grade of C- in each, WVUIT sections require  and PR or CONC: . Stability, determinacy, and equilibrium of structures; shear and bending moment diagrams of determinate and indeterminate beams and frames; analysis of trusses; displacement of planar structures by geometric and energy methods."
CE 375,"
PR:  with a minimum grade of C-. Describes Geographic Information Systems (GIS) concepts and spatial data models and introduces the concepts of map projections and coordinate systems. Includes review of different techniques and technologies of data entry &amp; editing, with emphasis on Global Navigation Satellite Systems. Discussion of general spatial analysis, queries and data manipulation, raster analysis &amp; handling Metadata. Highlights use of GIS in Civil Engineering."
CE 411,"
PR: WVU sections require , WVUIT sections required  and  and . Effects of traffic, soil, environment, and loads on the design and behavior of pavement. Design of pavement structures. Pavement performance and performance surveys."
CE 421,"
PR:ENGR 331. Hydraulic flow in pipes: series, parallel, branched, and pipe networks, water hammer, surge tanks, pumps and turbines Basic open channel flow.  Elements of storm and sanitary sewer design.  Dams and reservoirs.  Laboratory experiments and report writing in several areas of fluid mechanics and hydraulics."
CE 422,"
PR:. Basic open channel flow concepts; energy and momentum principles in open channel flow; flow resistance; channel controls and transitions. Hydrology:physical and quantitative; rational, SCS."
CE 425,"
PR: WVU sections require , WVUIT sections require . Scientific basis of the hydrologic cycle and its engineering implications; rainfall-runoff processes, hydrographs, flood routing, and statistical methods. (3 hr. lec.)."
CE 431,"
PR: WVU sections require , WVUIT sections require  and . Highway administration, economics and finance; planning and design; subgrade soils and drainage; construction and maintenance. Design of a highway. Center line and grade line projections, earthwork and cost estimates."
CE 432,"
PR: . Traffic engineering concepts and parameters, traffic data collection and analysis methods, theory and design of traffic control systems, traffic safety and operations analysis."
CE 444,"
PR:. Contemporary practices in sewage disposal and advance waste treatment.  Design of sedimentation units, biological treatment units, disinfection and advanced water treatment units."
CE 446,"
PR: and  History of solid waste management. Laws and regulations pretaining to solid waste management.  Sources, composition, and properties and municipal solid waste.  Handling, collection, separation, transformation, transport, and disposial of solid waste including landfill design. Incineration, landfill closure, and recycling."
CE 451,"
PR: . Subsurface investigations and synthesis of soil parameters for geotechnical design and analysis, concepts of shallow and deep foundation design, geotechnical design of conventional retaining walls, computerized analysis and design of soil/foundation interaction; case histories. (3 hr. lec.)."
CE 452,"
PR:. Fundamentals of groundwater flow; permeability; seepage principles; flownet interpretation; analytical and numerical solutions of confined and unconfined flows; filter design; geofabrics; subsurface drainage; groundwater contamination; disposal systems."
CE 453,"
PR: . Use of soil mechanics principles in the analysis, design and construction of earth structures. Principles of compaction and compaction control; an introduction to slope stability analysis and landslides; earth reinforcement systems, and ground improvement techniques. (3 hr. lec.)."
CE 461,"
PR: WVU sections require , WVUIT sections require  and PR or CONC: ( or ). Fundamental theory of statically indeterminate structures; analysis of indeterminate beams, frames, and trusses by stiffness and flexibility methods; study of influence lines for beams, frames, and trusses."
CE 462,"
PR: WVU sections require , WVUIT sections require PR or CONC: . Behavior and design of reinforced concrete members. Material properties, design methods and safety consideration, flexure, shear, bond and anchorage, combined flexure and axial load, footings, introduction to torsion slender columns, and pre-stressed concrete."
CE 463,"
PR: . Material properties, design of steel bridge and building systems with emphasis on connections, beams, columns, plastic design, and cost estimates."
CE 464,"
PR: .  Fundamentals of modern timber design and analysis. Topics include wood properties, design of beams, columns, trusses, and other structures using dimension lumber, glue-laminated products and composites."
CE 479,"
PR: Senior standing and a minimum grade of C- in  or  or  or  or  or  or  or  or  or  or CE 465. Capstone integration of the civil engineering curriculum by comprehensive design experience to professional standards. Projects are performed in student groups under faculty supervision."
CE 494,"
PR: Consent. Presentation and discussion of topics of mutual concern to students and faculty."
CE 497,"
Independent research projects."
COMM 100,"
Introduction to the human communication process with emphasis on the principles, variables, and social contexts of communication."
COMM 102,"
Emphasizes identification, definition, and application of the appropriate and effective interpersonal communication behaviors and skills needed for the development, maintenance, and termination of relationships with romantic partners, friends, family members, group members, superiors, and coworkers."
COMM 250,"
<"
COMM 471,"
PR:SPA 270 or Consent. Oral performance, interpretation of prose, poetry, and drama for aiding prospective teachers in oral communication and literature."
CPE 271,"
PR:  or consent. Introduction to the design of digital systems. Topics include number systems, coding, Boolean and switching algebra, minimization of logic, analysis and design of combinational and sequential logic circuits."
CPE 272,"
CoReq: . Experiments with digital electronic circuits including number systems, design and application of modern digital circuitry for both combinational and sequential logic circuits. (3 hr. lab.)."
CPE 320,"
PR: . Introduction to microcomputer systems with emphasis on the use of a microcontroller as a digital design element. Topics include basic computer architecture, binary number systems and codes, binary arithmetic and logic operations, parallel and serial I/O, A/D conversion, timers and counters, and interrupts. Student required to develop assembly language and C-language software for interfacing to various peripherals. Microcontroller used to present case studies on several data collection and control examples."
CPE 321,"
PR or CONC: . Machine language, assembly language and hardware and software interfacing. (This includes editing, linking, and debegging.) Memory, I/O and basic techniques of microprocessor interfacing."
CPE 421,"
PR:  and CPR 321. Advanced family of processors (16, 32, 64 bit) studied in depth. Design and implementation of small embedded controllers. Register level programming with assembler language and C programs that reside and execute on the microcomputer. Use peripherals including serial I/O, parallel I/O, timers and interrupts. Design of basic interface circuitry and for the microcomputer. Design of small embedded systems around microcontrollers."
CPE 442,"
PR: ( or ) and ( or ). Control, data, and demand-driven computer architecture; parallel processing, pipelining, and vector processing; structures and algorithms for array processors, systolic architectures, design of architectures. (3 hr. lec.)."
CPE 450,"
PR: .  (VLSI-Very Large Scale Integrated) circuit design, including layout, simulation and performance optimization of basic digital logic functions and combinations of such basic functions into more complex digital system functions. CAD tools are used for projects. (3 hr. lec.)."
CPE 455,"
Physics of MOS devices, basic fabrication processes, basic logical elements, and logic design methods in NMOS an CMOS. Design rules and computation of circuit parameters from layout.  Delay and power computation using a simple model.  Design principles of memory circuits."
CPE 456,"
Design of digital systems using Verilog/VHDL with Xilinx software and hardware (FPGA board). Students design digital systems at a high level, express the algorithms in Verilog/VHDL and use the Xilinx platform for simulation and debugging."
CPE 462,"
PR:  and ( or ). Design and analysis of modern wireless data networks. Digital modulation techniques, wireless channel models, design of cellular networks, spread spectrum, carrier sense multiple access, ad-hoc networks routing, error control coding, automatic request strategies."
CS 100,"
An introduction to and study of a programming language (such as Python), including elementary programming techniques with an emphasis on structured programming and engineering applications. Students are expected to have access to their own personal computer and internet access.  Language compilers and associated software will be provided.  A course programming project will be required."
CS 101,"
Introduction to spreadsheets and databases for problem-solving in disciplines such as math, science, engineering, business, social sciences, behavioral sciences, and environment: using computer applications to create technical reports and presentations."
CS 112,"
PR:  and PR or CONC: . An introduction to and study of a high level programming language, including elementary programming techniques with an emphasis on structured programming and engineering applications. Laboratory use of micro computers will be required."
CS 121,"
PR or CONC: MATH 123 or . Introduction to computer science, problem solving techniques, and algorithmic processes, software design, structured programming, object oriented design and programming."
CS 122,"
PR: with a grade of C or better.  Software development with abstract data types; elementary data structures including lists, stacks, and queues; development of algorithms; classical sorting and search techniques; design methodolog; file processing; recursion; and object-oriented design and development."
CS 201,"
PR:  and  with a minimum grade of C-.   Introduction to data structures with  topics to include search and sort techniques, strings,  arrays, stacks, trees, and list techniques. Selected examples will be implemented in a high level language such as Pascal."
CS 220,"
PR: ( with a minimum grade of C- or ) and ( or ). Mathematical concepts used in computer science such as sets, relations, functions, counting principles, graphs, trees, and automata; introduction to basic graph algorithms and applications. (3 hr. lec.)."
CS 222,"
PR: with a grad of C or better.  Principles of software engineering such as modifiability, efficiency, reliability, and understandability. Techniques include information hiding, data abstraction and modularity. Laboratory work is requires."
CS 231,"
PR: .   Components of a computer system; number systems, arithmetic operators, and codes; logic design principles and digital devices; micro-operations and instruction sequencing; central processing unit - control unit, registers, ALU; I/O processing; interrupts; memory; micro-programming; pipe-lined and parallel computers."
CS 251,"
PR:Sophomore standing or Consent.  An introduction to network processing equipment faimiliarization with network software/hardware. Introduction to the basics of a small local area network (LAN) and the basic fundamentals of systems administration for a small network.  ,  and CS 253 must be taken in consecutive semesters (excluding summer terms) with the exception of co-op students."
CS 252,"
PR:. Continuation of ."
CS 261,"
PR:  and  (for AS degree students only - Capstone design course)  The design, develop and implementation of a programming project related to some area of Computer Science (hardware or software). Requirements include written reports and oral presentations and a final working software project. The study of computing ethics, and environmental issues will be covered as student presentations."
CS 264,"
PR: CS 221.   A study of fundamentals of data base models. The primary emphasis will be the relational database model. Data base query language will be examined. The students will receive hands-on experience with a relational data base using the query language SQL."
CS 265,"
PR:  with a grade of C or better.  Functions, parameter passing, dynamic memory allocation, pointers, and elementary data structures in C; software design and implementation with emphasis on creating and modifying large programs in procedural paradigm."
CS 293,"
PR: Consent. Investigation of topics not covered in regularly scheduled courses."
CS 310,"
PR:  with a minimum grade of C- or . Theoretical and practical aspects of languages including internal representations, run-time environments, run-time storage management; historical, current, special purpose and experimental languages; finite-state automata, regular expressions and context-free grammars, language translation, semantics and paradigms. (3 hr. lec.)."
CS 320,"
PR: WVU sections require  and  and  with a minimum grade of C- in each, WVUIT sections require  and  and  with a minimum grade of C- in each. Introduction to algorithm design and analysis. Growth rate of functions and asymptotic notation. Divide-and-conquer algorithms and recurrences; searching and sorting; graph algorithms including graph searching, minimum spanning trees, and shortest paths."
CS 321,"
PR: .   Concepts of networking with the emphasis on TCP/IP layered model of networking. Students will learn IP routing, TCP, UDP delivery of packets to client applications and write client server applications using various protocols."
CS 322,"
PR: CS 221 and .  Introduction to systems analysis techniques.  Analyzing the requirements and methods employed from the initial study through implemetation; physical design of the system; evaluation of optimum techniques for maximum system independence."
CS 324,"
PR:CS 221.  A study of fundamentals of data base models.  The primary emphasis will be the relational database model.  Data base query languages will be examined.  The students will receive hands-on experience with a relational data base using the query language SQL."
CS 355,"
PR:  and . System software organization; operating system concepts including processes, threads, memory management, and the user interface; elementary network concepts."
CS 365,"
PR: CS 221.   A accelerated study of a programming language (such as C/C++, C#, JAVA, Visual Basic, Perl, ASP, HTML, Delphi, Ada, etc.) for students who have met the core curriculum courses in computer science."
CS 370,"
PR:  or  or consent.   An introduction to microcontrollers. The use of development board and language, simple I/O, motor control (AC, DC and servos), some sensors, and microcontroller to PC communications will be covered.  A project will be required of each student."
CS 410,"
PR: WVU sections require  with a C- or better or consent for non-majors, WVUIT sections require  or consent for non-majors. Theory and practice of the construction of programming language translators; scanning and parsing techniques, semantic processing, runtime storage organization, and code generation; design and implementation of interpreter or compiler by students. (3 hr. lec.)."
CS 422,"
PR: WVU sections require  with a minimum of C- or better or consent for non-majors, WVUIT sections require  or consent for non-majors. Introduction to formal languages, grammars, and automata; regular expressions and finite automata, context- free and context-sensitive languages; push down and linear- bounded automata; turning machines and recursively enumerable languages."
CS 450,"
PR:  with a minimum grade of C- or . Support of computer components; device management and interrupts, process scheduling, file management, complete OS structure, OS development and debugging, configuration management, and performance testing. (3 hr. lec., 1 hr. lab.)."
CS 453,"
PR: ( with a C- or better or ) or consent for non-majors. or consent for non-majors.  An in-depth study of the Internet, networking fundamentals, protocols, algorithms, and principles of distributed computing, introduction to network security and management."
CS 454,"
PR:.  This course is designed to give students in a basic introduction, the foundation, and developments in the field of cryptology. Mono-alphabetic substitutions, poly-alphabetic substitutions stream ciphers, block ciphers, public key cryptology, and quantum ciphers will be reviewed along with number theory and probability necessary for solving encryptions."
CS 455,"
PR: . Computer structure; emphasis on implications for software design; evolution of computers; elementary digital logic; CPU structures; memory and I/O structures; pipelining and memory management; introduction to parallel and high-level architectures. (3 hr. lec.)."
CS 456,"
PR:  and .  This course covers techniques for image acquisition, transformation, enhancement, restoration, compression,segmentation, and recognition. A brief introductionto advance topics such as motion detection, optical flow will also be included."
CS 461,"
PR: and . The design, development and implementation of a project related to some area of computer science (hardware or software).  Requirements include written reports and oral presentations.  The study of computing ethics, and environmental  issues will be covered as student presentations."
CS 465,"
PR: WVU and PSC sections require  with a minimum grade of C- and WVUIT sections require . Covers the principles and practice of cybersecurity. Addresses encryption; malicious code, spyware, and spam; authentication and access control; database security; operating system security; network security; and social engineering. Provides comprehensive overview of the cybersecurity threats, technologies for information assurance, and engineering approaches to build and maintain secure cyber space."
CS 470,"
PR:  or  with a minimum grade of C- or consent for non-majors. Overview of 3D graphics hardware and gaming consoles; focus on developing 3D graphics software; fundamental algorithms for real-time 3D graphics with focus on game engine component development; introduction to three-dimensional game engine development."
CS 472,"
PR:  or  with a minimum grade of C- or consent for non-majors.  Survey of AI techniques, heuristic search, game playing, and knowledge representation schemes: logic, semantic net, frames, rule-based; natural language processing, advanced AI techniques/systems: planning, blackboard architecture, neural net model; AI implementation. (3 hr. lec.)."
CS 475,"
PR:  or ( and  with a minimum grade of C- in each). Design and implementation of games using innovative technology in human-computer interfaces. Principles of game design, physiology and psychology of each of the five senses, and technologies for delivering sensory stimuli."
CS 479,"
PR:   and .   Topics include applied numerical methods, statistical computing techniques, data smoothing and filtering. Emphasis will be placed on design and implementation. Students will utilize software packages such as SAS, MatLab, or MathCad."
CS 480,"
PR:  or  and consent. Penultimate semester. Group senior design projects with individual design assignments appropriate to student's discipline. Complete system-level designs of the subsequent semester's project presented in written proposals and oral presentations. (Equivalent to , , and .) (2 hr. lec., 1 hr. conf.)."
CS 481,"
PR: .  Continuation of . Detailed design and implementation of the system including choice of components, algorithm development, interfacing, troubleshooting, working in groups, and project management. Also covers professional topics, including ethics, liability, safety, socio-legal issues, risks and employment agreements. (1 hr. lec., 1 hr. conf., 2 hr. lab.)."
CS 491,"
PR: Consent. (May be repeated up to a maximum of 18 hours.) Prearranged experiential learning program, to be planned, supervised, and evaluated for credit by faculty and field supervisors. Involves temporary placement with public or private enterprise for professional competence development."
CS 497,"
Independent research projects."
DRET 120,"
Fundamentals of drafting through the use of sketching and computer graphics as applied to otthographic views, sectional views, isometric views, and threads and fasteners.  Also the student will be introduced to computer graphics early in the program and will be required to produce much of their work using CAD."
DRET 121,"
Teaches basic mechanical drafting techniques covering auxiliary views, working drawings, and tolerancing; basic descriptive geometry; and mapping. More in-depth coverage of computer graphics."
DRET 201,"
PR: .  Block diagrams, control drawings, logic diagrams, schematic diagrams, printed circuit board drawings, integrated circuit drawings, ladder diagrams, and interconnecting diagrams using CAD. Current techniques to produce electrical design and working drawings will also be studied."
DRET 202,"
PR:  or consent.  Functional planning and design of residences and allied structures; experiencex in designing, drawing, calculation costs, and preparing and presentation drawings."
DRET 204,"
PR: . Co-Req: .  Techniques in preparing design and working drawings for various structures in wood, concrete, and steel. CAD used extensively."
DRET 212,"
PR: .  Design, layout and graphical treatment of piping systems. Emphasis on standard symbols and nomenclature and schematic, pictorial, multiview representation. Design and layout of patterns for fabrication from sheet materials. Emphasis on theory or developments, sheet materials, forming processes, and use of standard forming tables."
DRET 216,"
PR:  and  and MATH 113 and  and  or consent.  The design process, problem identification, refinement, and analysis using both computer (CAD) and mechanical drafting. Implementation skills to include multiview sketching and drawing, auxiliary views, working and pictorial drawings, sections, dimensioning, tolerances; screws and fasteners, gears and cams. Design projects will be assigned throughout and oral presentation will be required."
DRET 314,"
PR: or consent (for non-majors) Teaches use of the two dimensional graphics capability of the microcomputer, using the AutoCAD industrial software package. Also covers printer and plotter capabilities and provides an introduction to 3D computer graphics."
DRET 315,"
(For non-drafting Majors)  Course continues the development of skills in the use of computer graphics.  It further develops skills by exposing students to more powerful software and equipment.  Concentrates on AutoCAD's 3D and solid modeling applications to include wire frame modeling, surface modeling, region modeling, primitives and Boolean operation."
DRET 384,"
PR:  or consent. This course will introduce the student to the basic operation of MicroStation CAD software. Some comparisons to AutoCAD will be made. Included in this course are loading existing design files; new design file creation and setup; construction  and modification within design files; cell library concepts; dimensioning; and plotting."
DRET 385,"
PR: . Introduction to various topographic-related drawings and design principles utilizing specialized design software intended fro this purpose. Emphasis is place on conventions and practices that are used by CAD professionals working in civil, surveying, and mapping fields."
DRET 386,"
PR: . The creation of three-dimentsional parametric models that a are used to develop solutions to design problems. Specialized design sofware is used to create designs and preform various analytical functions on them. Creation of engineering drawings from parametric models; assembly of components to make adaptive assemblies; and generation of presentations files for technical illistrations are studied."
DRET 387,"
PR: .  The creation of drawings and design solutions to be used on a presentation level. Design software is used to not only create camera-ready presentation drawings, but also explore the use of animation technology to better present design solutions."
DRET 393,"
PR: Consent. Investigation of topics not covered in regularly scheduled courses."
CMGT 101,"
Introduction to construction management including industry divisions and sectors, stakeholders, organization structures, project delivery methods, and contracting. Overview of the roles of management and the trades, resources, safety, environmental issues, ethics, and codes, standards, and regulations."
CMGT 110,"
Utilization of spreadsheets, charts and tables for problem-solving and creating reports and presentations required for construction management. Overview of information technology in construction including software and hardware."
CMGT 120,"
Qualitative and quantitative methods for problem solving and decision making for construction professionals. Quantitative techniques include time value of money concepts, benefit-cost analysis, break-even analysis, discounted payback, and the application of decision trees applied to problems typically encountered in construction management.  Qualitative analysis tools include ranking, root cause analysis techniques such as the 5 Whys and A3 problem solving."
CMGT 150,"
Basics of reading and interpreting construction drawings. Includes graphics and symbols for site work, foundations, framing, interior and exterior finishes, and electrical and mechanical systems. Manual sketching and use of CAD to prepare details of building and site details, and introduction to 3D modeling and BIM."
CMGT 210,"
PR: . Introduction to statics and mechanics of materials for constructors. Topics include forces, static equilibrium, the concepts of stress and strain, elastic deformation, and mechanical properties of materials.  Graphical techniques include free body diagrams along with moment and shear diagrams."
CMGT 220,"
PR:  with a minimum grade of C-. Introduction to building materials including wood and timber, earth products, concrete, and masonry. Topics include lumber and engineered wood products, fasteners, aggregates, concrete production, cast-in-place and precast concrete, concrete block, brick, and stone masonry. Mechanical and non-mechanical properties, production, and installation of these materials are discussed with consideration of safety, sustainability, and quality."
CMGT 225,"
PR:  with a minimum grade of C-. Content covers steel and nonferrous metals, glass, polymers and roofing and waterproofing materials. Topics include steel framing, cladding, curtain wall construction, roofing systems, and architectural finishes. Mechanical and non-mechanical properties, production, and installation of these materials are discussed with consideration of safety, sustainability, and quality."
CMGT 230,"
PR: . Basics of land surveying and layout for building and infrastructure construction. Topics include distance and angular measurement, leveling, total station, GPS field procedures, and robotics. The traverse, layout techniques, and construction control are addressed including an introduction to horizontal and vertical curves. The course opens with a brief view of basic trigonometry and coordinate geometry."
CMGT 240,"
PR:  with a minimum grade of C-. Overview for construction practitioners that begins with basic soil classifications and behavior, through soil mechanics, and ultimately foundations. Topics include soil exploration, compaction and consolidation, stabilization, water flow, subsurface stresses and shear strength of soil, and shallow and deep foundations. Lateral earth pressure and retaining structures will also be discussed."
